Latitude,Longitude
  35.93920, -82.34666
  36.02538, -82.12381
  35.88771, -82.18120
  35.88708, -82.06072
  35.89960, -82.31569
  35.91338, -82.25368
  36.04141, -82.37739
  35.89425, -82.31839
  35.85396, -82.18964
  35.90796, -82.32667
  36.24581, -81.89896
  35.85416, -82.18988
  35.87257, -82.32049
  35.95578, -82.28269
  35.37768, -82.30500
  35.68927, -82.92924
  35.67608, -82.93643
  35.87454, -82.31992
  36.05155, -82.18564
  35.51269, -82.80520
  35.91500, -82.31551
  35.45703, -82.86951
  35.96361, -82.13324
  35.83418, -82.17253
  35.87414, -82.38393
  35.91564, -82.04676
  35.47632, -82.96351
  35.96219, -82.15374
  35.35366, -83.30775
  35.86981, -82.32295
  35.86969, -82.06314
  35.43788, -82.92202
  35.50587, -82.82431
  36.01915, -82.10615
  35.86045, -82.38397
  36.11162, -82.20058
  35.94140, -82.06088
  36.11818, -82.18547
  35.25291, -83.27981
  35.56512, -83.04907
  35.85328, -82.30868
  35.42249, -82.92227
  36.00902, -82.09810
  35.97409, -82.45294
  35.25406, -83.27172
  35.64349, -82.89031
  35.51405, -83.00997
  35.97249, -82.45643
  35.81581, -82.31329
  35.64927, -82.88728
  36.10758, -82.23289
  35.42995, -83.10618
  35.77759, -82.18260
  35.98535, -82.44930
  35.42166, -83.09840
  35.94952, -82.24545
  35.34813, -83.31219
  36.00607, -82.43200
  36.11860, -82.18994
  35.42879, -82.79871
  35.50809, -83.10604
  36.06936, -82.00928
  36.08867, -81.99512
  35.26115, -83.05130
  35.97657, -82.46076
  35.21808, -82.97194
  35.98212, -81.93619
  36.04246, -82.05282
  36.18496, -81.98184
  35.48328, -83.05144
  36.03328, -81.96879
  36.04117, -81.96304
  36.15307, -81.86319
  36.07388, -81.91123
  36.08154, -82.11463
  35.12816, -82.82413
  35.18879, -82.75919
  35.26617, -82.67183
  35.27857, -82.67804
  35.31947, -82.66060
  35.36347, -83.24564
  35.22811, -82.42448
  35.42226, -83.30862
  35.21396, -82.36393
  35.31796, -83.17577
  35.36738, -82.48866
  35.38099, -82.50628
  35.37413, -82.52520
  35.41701, -82.57414
  35.32311, -82.62208
  35.28348, -82.44588
  35.29637, -82.37591
  35.26504, -82.48840
  35.34267, -82.61684
  35.29570, -82.46022
  35.34762, -82.55026
  35.28023, -82.43251
  35.36423, -82.42149
  35.36962, -82.52302
  35.29151, -82.36975
  35.27845, -82.55040
  35.34505, -82.54573
  35.37025, -82.50449
  35.41822, -82.59246
  35.29032, -82.41935
  35.26880, -82.49215
  35.38755, -82.57555
  35.35196, -83.19666
  35.34030, -82.54934
  35.35345, -83.25651
  35.31806, -82.57619
  35.31955, -82.60610
  35.28799, -82.42418
  35.34934, -82.60490
  35.42033, -82.59185
  35.33436, -82.51446
  35.34183, -82.38064
  35.28810, -82.54139
  35.28309, -82.42557
  35.28492, -82.48996
  35.34168, -82.52492
  35.34097, -82.52328
  35.35817, -82.50232
  35.24747, -82.52922
  35.27329, -82.44351
  35.34636, -82.47948
  35.27102, -82.46983
  35.34514, -82.60475
  35.39119, -82.58026
  35.24086, -82.50667
  35.36071, -82.50329
  35.35016, -83.18969
  35.27705, -82.50026
  35.35671, -82.57269
  35.33901, -82.51097
  36.01011, -82.19292
  35.28719, -82.50217
  35.33354, -82.55208
  35.33193, -82.54973
  35.32148, -83.20565
  35.22699, -82.44906
  35.29606, -82.54155
  35.29509, -82.54063
  35.32146, -83.19542
  35.28658, -82.50838
  35.91017, -82.23165
  35.39520, -82.46296
  35.39213, -83.25067
  35.53507, -82.92197
  35.51480, -82.85345
  35.58612, -82.97472
  35.49598, -82.87395
  35.49424, -82.95978
  35.99958, -82.15577
  35.25087, -82.54506
  35.54064, -82.94045
  35.91881, -82.09929
  35.88937, -82.01416
